Title,Description,Date,Category,Cleaned_Title,Cleaned_Description,Spellchecked_Title,Spellchecked_Description,tokenized_title,tokenized_description,title_no_stopwords,description_no_stopwords,title_stem_only,description_stem_only,title_lemma_only,description_lemma_only
U.S. Ambassador Huckabee is 'outraged' at European leaders for condemning Israel,"May 21, 2025  In an interview with NPR, U.S. Ambassador to Israel Mike Huckabee said the U.K., Canada and France were ""blaming the wrong perpetrator,"" and that Hamas is responsible for the suffering in Gaza.",2025-05-21,world,us ambassador huckabee is outraged at european leaders for condemning israel,may in an interview with npr us ambassador to israel mike huckabee said the uk canada and france were blaming the wrong perpetrator and that hamas is responsible for the suffering in gaza,us ambassador huckleberry is outraged at european leaders for condemning,may in an interview with npr us ambassador to mike huckleberry said the uk canada and france were blaming the wrong perpetrator and that is responsible for the suffering in gaza,"['us', 'ambassador', 'huckleberry', 'is', 'outraged', 'at', 'european', 'leaders', 'for', 'condemning']","['may', 'in', 'an', 'interview', 'with', 'npr', 'us', 'ambassador', 'to', 'mike', 'huckleberry', 'said', 'the', 'uk', 'canada', 'and', 'france', 'were', 'blaming', 'the', 'wrong', 'perpetrator', 'and', 'that', 'is', 'responsible', 'for', 'the', 'suffering', 'in', 'gaza']","['us', 'ambassador', 'huckleberry', 'outraged', 'european', 'leaders', 'condemning']","['may', 'interview', 'npr', 'us', 'ambassador', 'mike', 'huckleberry', 'said', 'uk', 'canada', 'france', 'blaming', 'wrong', 'perpetrator', 'responsible', 'suffering', 'gaza']","['us', 'ambassador', 'huckleberri', 'outrag', 'european', 'leader', 'condemn']","['may', 'interview', 'npr', 'us', 'ambassador', 'mike', 'huckleberri', 'said', 'uk', 'canada', 'franc', 'blame', 'wrong', 'perpetr', 'respons', 'suffer', 'gaza']","['us', 'ambassador', 'huckleberry', 'outrage', 'european', 'leader', 'condemn']","['may', 'interview', 'npr', 'us', 'ambassador', 'mike', 'huckleberry', 'say', 'uk', 'canada', 'france', 'blame', 'wrong', 'perpetrator', 'responsible', 'suffer', 'gaza']"
Why Baptists in North Carolina agreed to resettle Afrikaners as refugees,"May 21, 2025  Despite controversy over Afrikaners' refugee status, a Baptist ministry says they have a religious duty to help settle them in the U.S.",2025-05-21,world,why baptists in north carolina agreed to resettle afrikaners as refugees,may despite controversy over afrikaners refugee status a baptist ministry says they have a religious duty to help settle them in the us,why baptists in north carolina agreed to resettle as refugees,may despite controversy over refugee status a baptist ministry says they have a religious duty to help settle them in the us,"['why', 'baptists', 'in', 'north', 'carolina', 'agreed', 'to', 'resettle', 'as', 'refugees']","['may', 'despite', 'controversy', 'over', 'refugee', 'status', 'a', 'baptist', 'ministry', 'says', 'they', 'have', 'a', 'religious', 'duty', 'to', 'help', 'settle', 'them', 'in', 'the', 'us']","['baptists', 'north', 'carolina', 'agreed', 'resettle', 'refugees']","['may', 'despite', 'controversy', 'refugee', 'status', 'baptist', 'ministry', 'says', 'religious', 'duty', 'help', 'settle', 'us']","['baptist', 'north', 'carolina', 'agre', 'resettl', 'refuge']","['may', 'despit', 'controversi', 'refuge', 'status', 'baptist', 'ministri', 'say', 'religi', 'duti', 'help', 'settl', 'us']","['baptist', 'north', 'carolina', 'agree', 'resettle', 'refugee']","['may', 'despite', 'controversy', 'refugee', 'status', 'baptist', 'ministry', 'say', 'religious', 'duty', 'help', 'settle', 'us']"
"Greetings from Afrin, Syria, where Kurds danced their hearts out to celebrate spring","May 21, 2025  Far-Flung Postcards is a weekly series in which NPR's international correspondents share moments from their lives and work around the world.",2025-05-21,world,greetings from afrin syria where kurds danced their hearts out to celebrate spring,may farflung postcards is a weekly series in which nprs international correspondents share moments from their lives and work around the world,greetings from farina syria where danced their hearts out to celebrate spring,may far flung postcards is a weekly series in which npr international correspondents share moments from their lives and work around the world,"['greetings', 'from', 'farina', 'syria', 'where', 'danced', 'their', 'hearts', 'out', 'to', 'celebrate', 'spring']","['may', 'far', 'flung', 'postcards', 'is', 'a', 'weekly', 'series', 'in', 'which', 'npr', 'international', 'correspondents', 'share', 'moments', 'from', 'their', 'lives', 'and', 'work', 'around', 'the', 'world']","['greetings', 'farina', 'syria', 'danced', 'hearts', 'celebrate', 'spring']","['may', 'far', 'flung', 'postcards', 'weekly', 'series', 'npr', 'international', 'correspondents', 'share', 'moments', 'lives', 'work', 'around', 'world']","['greet', 'farina', 'syria', 'danc', 'heart', 'celebr', 'spring']","['may', 'far', 'flung', 'postcard', 'week', 'seri', 'npr', 'intern', 'correspond', 'share', 'moment', 'live', 'work', 'around', 'world']","['greeting', 'farina', 'syria', 'dance', 'heart', 'celebrate', 'spring']","['may', 'far', 'fling', 'postcard', 'weekly', 'series', 'npr', 'international', 'correspondent', 'share', 'moment', 'life', 'work', 'around', 'world']"
"South African president visits the U.S. And, GOP divided over Trump's tax bill","May 21, 2025  South Africa's President Cyril Ramaphosa is set to meet President Trump today in an attempt to reset relations between the two countries. And, House Republicans are divided over Trump's massive bill.",2025-05-21,world,south african president visits the us and gop divided over trumps tax bill,may south africas president cyril ramaphosa is set to meet president trump today in an attempt to reset relations between the two countries and house republicans are divided over trumps massive bill,south african president visits the us and gop divided over trumps tax bill,may south president lyric is set to meet president trump today in an attempt to reset relations between the two countries and house republicans are divided over trumps massive bill,"['south', 'african', 'president', 'visits', 'the', 'us', 'and', 'gop', 'divided', 'over', 'trumps', 'tax', 'bill']","['may', 'south', 'president', 'lyric', 'is', 'set', 'to', 'meet', 'president', 'trump', 'today', 'in', 'an', 'attempt', 'to', 'reset', 'relations', 'between', 'the', 'two', 'countries', 'and', 'house', 'republicans', 'are', 'divided', 'over', 'trumps', 'massive', 'bill']","['south', 'african', 'president', 'visits', 'us', 'gop', 'divided', 'trumps', 'tax', 'bill']","['may', 'south', 'president', 'lyric', 'set', 'meet', 'president', 'trump', 'today', 'attempt', 'reset', 'relations', 'two', 'countries', 'house', 'republicans', 'divided', 'trumps', 'massive', 'bill']","['south', 'african', 'presid', 'visit', 'us', 'gop', 'divid', 'trump', 'tax', 'bill']","['may', 'south', 'presid', 'lyric', 'set', 'meet', 'presid', 'trump', 'today', 'attempt', 'reset', 'relat', 'two', 'countri', 'hous', 'republican', 'divid', 'trump', 'massiv', 'bill']","['south', 'african', 'president', 'visit', 'us', 'gop', 'divide', 'trump', 'tax', 'bill']","['may', 'south', 'president', 'lyric', 'set', 'meet', 'president', 'trump', 'today', 'attempt', 'reset', 'relation', 'two', 'country', 'house', 'republican', 'divide', 'trump', 'massive', 'bill']"
Trump ambushes South Africa's president with false claims of 'white genocide',"May 21, 2025  The Oval Office meeting went off the rails when President Trump started playing videos and repeating discredited claims about a ""white genocide"" in South Africa.",2025-05-21,world,trump ambushes south africas president with false claims of white genocide,may the oval office meeting went off the rails when president trump started playing videos and repeating discredited claims about a white genocide in south africa,trump ambushes south president with false claims of white genocide,may the oval office meeting went off the rails when president trump started playing videos and repeating discredited claims about a white genocide in south africa,"['trump', 'ambushes', 'south', 'president', 'with', 'false', 'claims', 'of', 'white', 'genocide']","['may', 'the', 'oval', 'office', 'meeting', 'went', 'off', 'the', 'rails', 'when', 'president', 'trump', 'started', 'playing', 'videos', 'and', 'repeating', 'discredited', 'claims', 'about', 'a', 'white', 'genocide', 'in', 'south', 'africa']","['trump', 'ambushes', 'south', 'president', 'false', 'claims', 'white', 'genocide']","['may', 'oval', 'office', 'meeting', 'went', 'rails', 'president', 'trump', 'started', 'playing', 'videos', 'repeating', 'discredited', 'claims', 'white', 'genocide', 'south', 'africa']","['trump', 'ambush', 'south', 'presid', 'fals', 'claim', 'white', 'genocid']","['may', 'oval', 'offic', 'meet', 'went', 'rail', 'presid', 'trump', 'start', 'play', 'video', 'repeat', 'discredit', 'claim', 'white', 'genocid', 'south', 'africa']","['trump', 'ambush', 'south', 'president', 'false', 'claim', 'white', 'genocide']","['may', 'oval', 'office', 'meet', 'go', 'rail', 'president', 'trump', 'start', 'play', 'video', 'repeat', 'discredit', 'claim', 'white', 'genocide', 'south', 'africa']"
Japan's agriculture minister resigns after his remark about not having to buy rice,"May 21, 2025   Japan's agriculture minister resigned because of political fallout over recent comments that he ""never had to buy rice."" The resignation comes as the public struggles with record high prices of rice.",2025-05-21,world,japans agriculture minister resigns after his remark about not having to buy rice,may japans agriculture minister resigned because of political fallout over recent comments that he never had to buy rice the resignation comes as the public struggles with record high prices of rice,japans agriculture minister resigns after his remark about not having to buy rice,may japans agriculture minister resigned because of political fallout over recent comments that he never had to buy rice the resignation comes as the public struggles with record high prices of rice,"['japans', 'agriculture', 'minister', 'resigns', 'after', 'his', 'remark', 'about', 'not', 'having', 'to', 'buy', 'rice']","['may', 'japans', 'agriculture', 'minister', 'resigned', 'because', 'of', 'political', 'fallout', 'over', 'recent', 'comments', 'that', 'he', 'never', 'had', 'to', 'buy', 'rice', 'the', 'resignation', 'comes', 'as', 'the', 'public', 'struggles', 'with', 'record', 'high', 'prices', 'of', 'rice']","['japans', 'agriculture', 'minister', 'resigns', 'remark', 'buy', 'rice']","['may', 'japans', 'agriculture', 'minister', 'resigned', 'political', 'fallout', 'recent', 'comments', 'never', 'buy', 'rice', 'resignation', 'comes', 'public', 'struggles', 'record', 'high', 'prices', 'rice']","['japan', 'agricultur', 'minist', 'resign', 'remark', 'buy', 'rice']","['may', 'japan', 'agricultur', 'minist', 'resign', 'polit', 'fallout', 'recent', 'comment', 'never', 'buy', 'rice', 'resign', 'come', 'public', 'struggl', 'record', 'high', 'price', 'rice']","['japans', 'agriculture', 'minister', 'resign', 'remark', 'buy', 'rice']","['may', 'japans', 'agriculture', 'minister', 'resign', 'political', 'fallout', 'recent', 'comment', 'never', 'buy', 'rice', 'resignation', 'come', 'public', 'struggle', 'record', 'high', 'price', 'rice']"
The personal secretary and adviser to Mexico City's mayor are shot dead,"May 21, 2025  Mexico's president condemned the killings and said there would not be impunity. She said she was not aware of any threats against the mayor.",2025-05-21,world,the personal secretary and adviser to mexico citys mayor are shot dead,may mexicos president condemned the killings and said there would not be impunity she said she was not aware of any threats against the mayor,the personal secretary and adviser to mexico city mayor are shot dead,may president condemned the killings and said there would not be impunity she said she was not aware of any threats against the mayor,"['the', 'personal', 'secretary', 'and', 'adviser', 'to', 'mexico', 'city', 'mayor', 'are', 'shot', 'dead']","['may', 'president', 'condemned', 'the', 'killings', 'and', 'said', 'there', 'would', 'not', 'be', 'impunity', 'she', 'said', 'she', 'was', 'not', 'aware', 'of', 'any', 'threats', 'against', 'the', 'mayor']","['personal', 'secretary', 'adviser', 'mexico', 'city', 'mayor', 'shot', 'dead']","['may', 'president', 'condemned', 'killings', 'said', 'impunity', 'said', 'aware', 'threats', 'mayor']","['person', 'secretari', 'advis', 'mexico', 'citi', 'mayor', 'shot', 'dead']","['may', 'presid', 'condemn', 'kill', 'said', 'impun', 'said', 'awar', 'threat', 'mayor']","['personal', 'secretary', 'adviser', 'mexico', 'city', 'mayor', 'shoot', 'dead']","['may', 'president', 'condemn', 'killing', 'say', 'impunity', 'say', 'aware', 'threat', 'mayor']"
U.K. suspends free trade talks with Israel and announces sanctions,"May 21, 2025  Pressure from close allies is mounting on Israel following a nearly three-month blockade of supplies into Gaza. Even the United States has voiced concerns over the hunger crisis.",2025-05-21,world,uk suspends free trade talks with israel and announces sanctions,may pressure from close allies is mounting on israel following a nearly threemonth blockade of supplies into gaza even the united states has voiced concerns over the hunger crisis,uk suspends free trade talks with and announces sanctions,may pressure from close allies is mounting on following a nearly three month blockade of supplies into gaza even the united states has voiced concerns over the hunger crisis,"['uk', 'suspends', 'free', 'trade', 'talks', 'with', 'and', 'announces', 'sanctions']","['may', 'pressure', 'from', 'close', 'allies', 'is', 'mounting', 'on', 'following', 'a', 'nearly', 'three', 'month', 'blockade', 'of', 'supplies', 'into', 'gaza', 'even', 'the', 'united', 'states', 'has', 'voiced', 'concerns', 'over', 'the', 'hunger', 'crisis']","['uk', 'suspends', 'free', 'trade', 'talks', 'announces', 'sanctions']","['may', 'pressure', 'close', 'allies', 'mounting', 'following', 'nearly', 'three', 'month', 'blockade', 'supplies', 'gaza', 'even', 'united', 'states', 'voiced', 'concerns', 'hunger', 'crisis']","['uk', 'suspend', 'free', 'trade', 'talk', 'announc', 'sanction']","['may', 'pressur', 'close', 'alli', 'mount', 'follow', 'near', 'three', 'month', 'blockad', 'suppli', 'gaza', 'even', 'unit', 'state', 'voic', 'concern', 'hunger', 'crisi']","['uk', 'suspend', 'free', 'trade', 'talk', 'announce', 'sanction']","['may', 'pressure', 'close', 'ally', 'mount', 'follow', 'nearly', 'three', 'month', 'blockade', 'supply', 'gaza', 'even', 'unite', 'state', 'voice', 'concern', 'hunger', 'crisis']"
"'Heart Lamp' wins International Booker, with stories of India's Muslim women and girls","May 20, 2025  The major writing prize awards the best fiction translated into English. Judges called Banu Mushtaq's short story collection ""something genuinely new for English readers.""",2025-05-20,world,heart lamp wins international booker with stories of indias muslim women and girls,may the major writing prize awards the best fiction translated into english judges called banu mushtaqs short story collection something genuinely new for english readers,heart lamp wins international booker with stories of women and girls,may the major writing prize awards the best fiction translated into judges called bani short story collection something genuinely new for readers,"['heart', 'lamp', 'wins', 'international', 'booker', 'with', 'stories', 'of', 'women', 'and', 'girls']","['may', 'the', 'major', 'writing', 'prize', 'awards', 'the', 'best', 'fiction', 'translated', 'into', 'judges', 'called', 'bani', 'short', 'story', 'collection', 'something', 'genuinely', 'new', 'for', 'readers']","['heart', 'lamp', 'wins', 'international', 'booker', 'stories', 'women', 'girls']","['may', 'major', 'writing', 'prize', 'awards', 'best', 'fiction', 'translated', 'judges', 'called', 'bani', 'short', 'story', 'collection', 'something', 'genuinely', 'new', 'readers']","['heart', 'lamp', 'win', 'intern', 'booker', 'stori', 'women', 'girl']","['may', 'major', 'write', 'prize', 'award', 'best', 'fiction', 'translat', 'judg', 'call', 'bani', 'short', 'stori', 'collect', 'someth', 'genuin', 'new', 'reader']","['heart', 'lamp', 'win', 'international', 'booker', 'story', 'woman', 'girl']","['may', 'major', 'write', 'prize', 'award', 'good', 'fiction', 'translate', 'judge', 'call', 'bani', 'short', 'story', 'collection', 'something', 'genuinely', 'new', 'reader']"
India's Relationship with the U.S.,"May 20, 2025  There's been a political backlash in India after the Trump administration deported dozens of Indian migrants who were in the U.S. without legal status. This comes after the U.S. had announced 26 percent tariffs on India, which are currently suspended. Those events have changed Indian's perceptions of what they had thought was a cozy relationship with the U.S. and have cause a headache for the Indian prime minister. We go to western India to hear what people think of the U.S. now.",2025-05-20,world,indias relationship with the us,may there is been a political backlash in india after the trump administration deported dozens of indian migrants who were in the us without legal status this comes after the us had announced percent tariffs on india which are currently suspended those events have changed indians perceptions of what they had thought was a cozy relationship with the us and have cause a headache for the indian prime minister we go to western india to hear what people think of the us now,relationship with the us,may there is been a political backlash in india after the trump administration deported dozens of indian migrants who were in the us without legal status this comes after the us had announced percent tariffs on india which are currently suspended those events have changed perceptions of what they had thought was a cozy relationship with the us and have cause a headache for the indian prime minister we go to western india to hear what people think of the us now,"['relationship', 'with', 'the', 'us']","['may', 'there', 'is', 'been', 'a', 'political', 'backlash', 'in', 'india', 'after', 'the', 'trump', 'administration', 'deported', 'dozens', 'of', 'indian', 'migrants', 'who', 'were', 'in', 'the', 'us', 'without', 'legal', 'status', 'this', 'comes', 'after', 'the', 'us', 'had', 'announced', 'percent', 'tariffs', 'on', 'india', 'which', 'are', 'currently', 'suspended', 'those', 'events', 'have', 'changed', 'perceptions', 'of', 'what', 'they', 'had', 'thought', 'was', 'a', 'cozy', 'relationship', 'with', 'the', 'us', 'and', 'have', 'cause', 'a', 'headache', 'for', 'the', 'indian', 'prime', 'minister', 'we', 'go', 'to', 'western', 'india', 'to', 'hear', 'what', 'people', 'think', 'of', 'the', 'us', 'now']","['relationship', 'us']","['may', 'political', 'backlash', 'india', 'trump', 'administration', 'deported', 'dozens', 'indian', 'migrants', 'us', 'without', 'legal', 'status', 'comes', 'us', 'announced', 'percent', 'tariffs', 'india', 'currently', 'suspended', 'events', 'changed', 'perceptions', 'thought', 'cozy', 'relationship', 'us', 'cause', 'headache', 'indian', 'prime', 'minister', 'go', 'western', 'india', 'hear', 'people', 'think', 'us', 'now']","['relationship', 'us']","['may', 'polit', 'backlash', 'india', 'trump', 'administr', 'deport', 'dozen', 'indian', 'migrant', 'us', 'without', 'legal', 'status', 'come', 'us', 'announc', 'percent', 'tariff', 'india', 'current', 'suspend', 'event', 'chang', 'percept', 'thought', 'cozi', 'relationship', 'us', 'caus', 'headach', 'indian', 'prime', 'minist', 'go', 'western', 'india', 'hear', 'peopl', 'think', 'us', 'now']","['relationship', 'us']","['may', 'political', 'backlash', 'india', 'trump', 'administration', 'deport', 'dozen', 'indian', 'migrant', 'us', 'without', 'legal', 'status', 'come', 'us', 'announce', 'percent', 'tariff', 'india', 'currently', 'suspend', 'event', 'change', 'perception', 'think', 'cozy', 'relationship', 'us', 'cause', 'headache', 'indian', 'prime', 'minister', 'go', 'western', 'india', 'hear', 'people', 'think', 'us', 'now']"
"Harvard's ability to enroll international students revoked. And, summer book releases","May 23, 2025  The Trump administration has revoked Harvard University's ability to enroll international students. And, 17 books releasing this summer that NPR critics are excited about.",2025-05-23,world,harvards ability to enroll international students revoked and summer book releases,may the trump administration has revoked harvard universitys ability to enroll international students and books releasing this summer that npr critics are excited about,ability to enroll international students revoked and summer book releases,may the trump administration has revoked harvard ability to enroll international students and books releasing this summer that npr critics are excited about,"['ability', 'to', 'enroll', 'international', 'students', 'revoked', 'and', 'summer', 'book', 'releases']","['may', 'the', 'trump', 'administration', 'has', 'revoked', 'harvard', 'ability', 'to', 'enroll', 'international', 'students', 'and', 'books', 'releasing', 'this', 'summer', 'that', 'npr', 'critics', 'are', 'excited', 'about']","['ability', 'enroll', 'international', 'students', 'revoked', 'summer', 'book', 'releases']","['may', 'trump', 'administration', 'revoked', 'harvard', 'ability', 'enroll', 'international', 'students', 'books', 'releasing', 'summer', 'npr', 'critics', 'excited']","['abil', 'enrol', 'intern', 'student', 'revok', 'summer', 'book', 'releas']","['may', 'trump', 'administr', 'revok', 'harvard', 'abil', 'enrol', 'intern', 'student', 'book', 'releas', 'summer', 'npr', 'critic', 'excit']","['ability', 'enroll', 'international', 'student', 'revoke', 'summer', 'book', 'release']","['may', 'trump', 'administration', 'revoke', 'harvard', 'ability', 'enroll', 'international', 'student', 'book', 'release', 'summer', 'npr', 'critic', 'excite']"
Record floodwaters in eastern Australia leave 4 dead and 1 missing,"May 23, 2025  Some 50,000 people have been isolated by the flooding in New South Wales, after days of heavy rain. Four bodies have been retrieved from floodwaters since Wednesday.",2025-05-23,world,record floodwaters in eastern australia leave dead and missing,may some people have been isolated by the flooding in new south wales after days of heavy rain four bodies have been retrieved from floodwaters since wednesday,record floodwaters in eastern leave dead and missing,may some people have been isolated by the flooding in new south wales after days of heavy rain four bodies have been retrieved from floodwaters since,"['record', 'floodwaters', 'in', 'eastern', 'leave', 'dead', 'and', 'missing']","['may', 'some', 'people', 'have', 'been', 'isolated', 'by', 'the', 'flooding', 'in', 'new', 'south', 'wales', 'after', 'days', 'of', 'heavy', 'rain', 'four', 'bodies', 'have', 'been', 'retrieved', 'from', 'floodwaters', 'since']","['record', 'floodwaters', 'eastern', 'leave', 'dead', 'missing']","['may', 'people', 'isolated', 'flooding', 'new', 'south', 'wales', 'days', 'heavy', 'rain', 'four', 'bodies', 'retrieved', 'floodwaters', 'since']","['record', 'floodwat', 'eastern', 'leav', 'dead', 'miss']","['may', 'peopl', 'isol', 'flood', 'new', 'south', 'wale', 'day', 'heavi', 'rain', 'four', 'bodi', 'retriev', 'floodwat', 'sinc']","['record', 'floodwater', 'eastern', 'leave', 'dead', 'miss']","['may', 'people', 'isolate', 'flood', 'new', 'south', 'wale', 'day', 'heavy', 'rain', 'four', 'body', 'retrieve', 'floodwater', 'since']"
Trump's Harvard visa threat could wipe out several of the school's sports teams,"May 23, 2025  Some of Harvard's sports teams could be wiped out by a Trump administration decision that would make the school with the nation's largest athletic program ineligible for international student visas.",2025-05-23,world,trumps harvard visa threat could wipe out several of the schools sports teams,may some of harvards sports teams could be wiped out by a trump administration decision that would make the school with the nations largest athletic program ineligible for international student visas,trumps harvard visa threat could wipe out several of the schools sports teams,may some of sports teams could be wiped out by a trump administration decision that would make the school with the nations largest athletic program ineligible for international student visas,"['trumps', 'harvard', 'visa', 'threat', 'could', 'wipe', 'out', 'several', 'of', 'the', 'schools', 'sports', 'teams']","['may', 'some', 'of', 'sports', 'teams', 'could', 'be', 'wiped', 'out', 'by', 'a', 'trump', 'administration', 'decision', 'that', 'would', 'make', 'the', 'school', 'with', 'the', 'nations', 'largest', 'athletic', 'program', 'ineligible', 'for', 'international', 'student', 'visas']","['trumps', 'harvard', 'visa', 'threat', 'wipe', 'several', 'schools', 'sports', 'teams']","['may', 'sports', 'teams', 'wiped', 'trump', 'administration', 'decision', 'make', 'school', 'nations', 'largest', 'athletic', 'program', 'ineligible', 'international', 'student', 'visas']","['trump', 'harvard', 'visa', 'threat', 'wipe', 'sever', 'school', 'sport', 'team']","['may', 'sport', 'team', 'wipe', 'trump', 'administr', 'decis', 'make', 'school', 'nation', 'largest', 'athlet', 'program', 'inelig', 'intern', 'student', 'visa']","['trump', 'harvard', 'visa', 'threat', 'wipe', 'several', 'school', 'sport', 'team']","['may', 'sport', 'team', 'wipe', 'trump', 'administration', 'decision', 'make', 'school', 'nation', 'large', 'athletic', 'program', 'ineligible', 'international', 'student', 'visa']"
Voice of America's prospects appear grim after appeals court order,"May 22, 2025  A federal appeals court said it would not intervene — at least for now — to thwart the Trump administration's plans for the near-total dismantlement of Voice of America.",2025-05-22,world,voice of americas prospects appear grim after appeals court order,may a federal appeals court said it would not intervene at least for now to thwart the trump administrations plans for the neartotal dismantlement of voice of america,voice of prospects appear grim after appeals court order,may a federal appeals court said it would not intervene at least for now to thwart the trump administrations plans for the near total dismantlement of voice of america,"['voice', 'of', 'prospects', 'appear', 'grim', 'after', 'appeals', 'court', 'order']","['may', 'a', 'federal', 'appeals', 'court', 'said', 'it', 'would', 'not', 'intervene', 'at', 'least', 'for', 'now', 'to', 'thwart', 'the', 'trump', 'administrations', 'plans', 'for', 'the', 'near', 'total', 'dismantlement', 'of', 'voice', 'of', 'america']","['voice', 'prospects', 'appear', 'grim', 'appeals', 'court', 'order']","['may', 'federal', 'appeals', 'court', 'said', 'intervene', 'least', 'now', 'thwart', 'trump', 'administrations', 'plans', 'near', 'total', 'dismantlement', 'voice', 'america']","['voic', 'prospect', 'appear', 'grim', 'appeal', 'court', 'order']","['may', 'feder', 'appeal', 'court', 'said', 'interven', 'least', 'now', 'thwart', 'trump', 'administr', 'plan', 'near', 'total', 'dismantl', 'voic', 'america']","['voice', 'prospect', 'appear', 'grim', 'appeal', 'court', 'order']","['may', 'federal', 'appeal', 'court', 'say', 'intervene', 'less', 'now', 'thwart', 'trump', 'administration', 'plan', 'near', 'total', 'dismantlement', 'voice', 'america']"
A federal judge further halts Trump's radical transformation of government,"May 23, 2025  In her order, U.S. District Judge Susan Illston said the president may not initiate large-scale executive branch reorganization without approval from Congress.",2025-05-23,business,a federal judge further halts trumps radical transformation of government,may in her order us district judge susan illston said the president may not initiate largescale executive branch reorganization without approval from congress,a federal judge further halts trumps radical transformation of government,may in her order us district judge said the president may not initiate executive branch reorganization without approval from congress,"['a', 'federal', 'judge', 'further', 'halts', 'trumps', 'radical', 'transformation', 'of', 'government']","['may', 'in', 'her', 'order', 'us', 'district', 'judge', 'said', 'the', 'president', 'may', 'not', 'initiate', 'executive', 'branch', 'reorganization', 'without', 'approval', 'from', 'congress']","['federal', 'judge', 'halts', 'trumps', 'radical', 'transformation', 'government']","['may', 'order', 'us', 'district', 'judge', 'said', 'president', 'may', 'initiate', 'executive', 'branch', 'reorganization', 'without', 'approval', 'congress']","['feder', 'judg', 'halt', 'trump', 'radic', 'transform', 'govern']","['may', 'order', 'us', 'district', 'judg', 'said', 'presid', 'may', 'initi', 'execut', 'branch', 'reorgan', 'without', 'approv', 'congress']","['federal', 'judge', 'halt', 'trump', 'radical', 'transformation', 'government']","['may', 'order', 'us', 'district', 'judge', 'say', 'president', 'may', 'initiate', 'executive', 'branch', 'reorganization', 'without', 'approval', 'congress']"
"Target, Klarna and Sesame Street's new addy","May 23, 2025  Can you tell me how to get... how to get to Indicators of the Week? This week's econ roundup looks at Target's sagging sales, Klarna's pay-later problem, and Sesame Street's new streaming address.",2025-05-23,business,target klarna and sesame streets new addy,may can you tell me how to get how to get to indicators of the week this weeks econ roundup looks at targets sagging sales klarnas paylater problem and sesame streets new streaming address,target carnal and sesame streets new add,may can you tell me how to get how to get to indicators of the week this weeks econ roundup looks at targets sagging sales pay later problem and sesame streets new streaming address,"['target', 'carnal', 'and', 'sesame', 'streets', 'new', 'add']","['may', 'can', 'you', 'tell', 'me', 'how', 'to', 'get', 'how', 'to', 'get', 'to', 'indicators', 'of', 'the', 'week', 'this', 'weeks', 'econ', 'roundup', 'looks', 'at', 'targets', 'sagging', 'sales', 'pay', 'later', 'problem', 'and', 'sesame', 'streets', 'new', 'streaming', 'address']","['target', 'carnal', 'sesame', 'streets', 'new', 'add']","['may', 'can', 'tell', 'get', 'get', 'indicators', 'week', 'weeks', 'econ', 'roundup', 'looks', 'targets', 'sagging', 'sales', 'pay', 'later', 'problem', 'sesame', 'streets', 'new', 'streaming', 'address']","['target', 'carnal', 'sesam', 'street', 'new', 'add']","['may', 'can', 'tell', 'get', 'get', 'indic', 'week', 'week', 'econ', 'roundup', 'look', 'target', 'sag', 'sale', 'pay', 'later', 'problem', 'sesam', 'street', 'new', 'stream', 'address']","['target', 'carnal', 'sesame', 'street', 'new', 'add']","['may', 'can', 'tell', 'get', 'get', 'indicator', 'week', 'week', 'econ', 'roundup', 'look', 'target', 'sag', 'sale', 'pay', 'late', 'problem', 'sesame', 'street', 'new', 'stream', 'address']"
Voice of America's prospects appear grim after appeals court order,"May 22, 2025  A federal appeals court said it would not intervene — at least for now — to thwart the Trump administration's plans for the near-total dismantlement of Voice of America.",2025-05-22,business,voice of americas prospects appear grim after appeals court order,may a federal appeals court said it would not intervene at least for now to thwart the trump administrations plans for the neartotal dismantlement of voice of america,voice of prospects appear grim after appeals court order,may a federal appeals court said it would not intervene at least for now to thwart the trump administrations plans for the near total dismantlement of voice of america,"['voice', 'of', 'prospects', 'appear', 'grim', 'after', 'appeals', 'court', 'order']","['may', 'a', 'federal', 'appeals', 'court', 'said', 'it', 'would', 'not', 'intervene', 'at', 'least', 'for', 'now', 'to', 'thwart', 'the', 'trump', 'administrations', 'plans', 'for', 'the', 'near', 'total', 'dismantlement', 'of', 'voice', 'of', 'america']","['voice', 'prospects', 'appear', 'grim', 'appeals', 'court', 'order']","['may', 'federal', 'appeals', 'court', 'said', 'intervene', 'least', 'now', 'thwart', 'trump', 'administrations', 'plans', 'near', 'total', 'dismantlement', 'voice', 'america']","['voic', 'prospect', 'appear', 'grim', 'appeal', 'court', 'order']","['may', 'feder', 'appeal', 'court', 'said', 'interven', 'least', 'now', 'thwart', 'trump', 'administr', 'plan', 'near', 'total', 'dismantl', 'voic', 'america']","['voice', 'prospect', 'appear', 'grim', 'appeal', 'court', 'order']","['may', 'federal', 'appeal', 'court', 'say', 'intervene', 'less', 'now', 'thwart', 'trump', 'administration', 'plan', 'near', 'total', 'dismantlement', 'voice', 'america']"
